samples,EENS_kwh,CVaR95_kwh
691,32.13408644259527,642.6817288519054
692,32.58469229070327,651.6938458140655
693,32.53767253270804,650.7534506541607
694,32.49078827833814,649.8157655667627
695,32.44403894268585,648.8807788537171
696,32.39742394420498,647.9484788840996
697,32.35094270468675,647.0188540937351
698,32.30459464923591,646.0918929847182
699,32.25837920624702,645.1675841249404
700,32.212295807380954,644.245916147619
701,32.16634388754161,643.3268777508321
702,32.65584577193732,653.1169154387464
703,32.60939364423897,652.1878728847796
704,32.5630734828125,651.26146965625
705,32.516884726099285,650.3376945219859
706,32.470826815722376,649.4165363144475
707,32.424899196463926,648.4979839292787
708,32.37910131624294,647.5820263248588
709,32.333432626093085,646.6686525218618
710,32.28789258014084,645.7578516028169
711,32.24248063558368,644.8496127116737
712,32.19719625266853,643.9439250533708
713,32.152038894670405,643.0407778934082
714,32.107008027871146,642.140160557423
715,32.062103121538456,641.2420624307692
716,32.01732364790502,640.3464729581005
717,31.972669082147835,639.4533816429567
718,31.928138902367685,638.5627780473538
719,31.883732589568844,637.674651791377
720,31.839449627638885,636.7889925527778
721,31.795289503328707,635.9057900665741
722,31.751251706232683,635.0250341246538
723,31.707335728769014,634.1467145753804
724,31.663541066160217,633.2708213232045
725,31.61986721641379,632.397344328276
726,31.576313680303027,631.5262736060606
727,31.532879961348,630.6575992269601
728,31.4895655657967,629.7913113159342
729,31.446370002606308,628.9274000521262
730,31.403292783424654,628.0658556684932
731,31.360333422571816,627.2066684514364
732,31.317491437021854,626.3498287404371
733,31.274766346384716,625.4953269276945
734,31.23215767288828,624.6431534577657
735,31.18966494136054,623.793298827211
736,31.147287679211953,622.9457535842391
737,31.10502541641791,622.1005083283583
738,35.41572998911472,708.3145997822945
739,35.36780613256653,707.3561226513306
740,35.320011799954955,706.4002359990991
741,35.27234646689159,705.4469293378316
742,35.22480961181491,704.4961922362983
743,35.17740071597129,703.5480143194258
744,35.130119263396054,702.6023852679211
745,35.08296474089485,701.659294817897
746,35.03593663802502,700.7187327605004
747,34.989034447077195,699.7806889415439
748,34.94225766305704,698.8451532611408
749,34.895605783667115,697.9121156733422
750,34.84907830928889,696.9815661857778
751,34.80267474296493,696.0534948592987
752,34.756394590381205,695.1278918076241
753,34.71023735984949,694.2047471969898
754,34.66420256229001,693.2840512458001
755,34.618289711214125,692.3657942242826
756,34.57249832270723,691.4499664541445
757,34.526827915411715,690.5365583082342
758,34.48127801051012,689.6255602102023
759,34.43584813170839,688.7169626341677
760,34.390537805219296,687.810756104386
761,34.34534655974595,686.9069311949189
762,34.300273926465444,686.0054785293088
763,34.255319439012666,685.1063887802534
764,34.210482633464224,684.2096526692844
765,34.16576304832244,683.3152609664488
766,34.12116022449956,682.4232044899912
767,34.07667370530204,681.5334741060408
768,34.03230303641493,680.6460607282985
769,33.988047765886435,679.7609553177286
770,33.943907444112554,678.878148882251
771,33.89988162382188,677.9976324764375
772,33.85596986006045,677.1193972012089
773,33.8121717101768,676.2434342035359
774,33.768486733807066,675.3697346761412
